,applicationsCount,applyType,applyUrl,benefits,companyId,companyName,companyUrl,contractType,experienceLevel,id,jobUrl,location,postedTime,posterFullName,posterProfileUrl,publishedAt,salary,sector,title,workType,min_years_of_experience,min_hourly_salary,max_hourly_salary,min_yearly_salary,max_yearly_salary,required_degree,remote_work,required_skills
38,92 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/marketing-intelligence-data-analyst-na-business-marketing-at-tiktok-4096195757?trk=public_jobs_topcard-title,,33246798.0,TikTok,https://www.linkedin.com/company/tiktok?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4096195757,https://www.linkedin.com/jobs/view/marketing-intelligence-data-analyst-na-business-marketing-at-tiktok-4096195757?trk=public_jobs_topcard-title,"New York, United States",6 days ago,,,2024-12-10,,"Online Media, Entertainment, and Technology, Information and Internet","Marketing Intelligence Data Analyst, NA Business Marketing",Marketing and Sales,4.0,,,96000.0,140000.0,BS,False,"['data analysis', 'data visualization', 'CRM management', 'data cleaning', 'KPI tracking']"
39,Over 200 applicants,EXTERNAL,https://jobs.royalcaribbeangroup.com/job/Miami-Analyst%2C-Data-Visualization-&-Business-Intelligence-FL-33132/1242229100/,,68313053.0,Royal Caribbean Group,https://www.linkedin.com/company/royal-caribbean-group?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4100090558,https://www.linkedin.com/jobs/view/analyst-data-visualization-business-intelligence-at-royal-caribbean-group-4100090558?trk=public_jobs_topcard-title,"Miami, FL",3 days ago,,,2024-12-13,,Travel Arrangements,"Analyst, Data Visualization & Business Intelligence",Information Technology,2.0,,,,,BS,False,"['data visualization', 'data analysis', 'SQL', 'Excel', 'Tableau', 'R', 'SAS', 'Python', 'Power BI', 'databases']"
40,Over 200 applicants,EXTERNAL,https://careers.nintendo.com/job-openings/listing/?src=JB-10460&id=24000000C0,,5591.0,Nintendo,https://www.linkedin.com/company/nintendo?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4098740849,https://www.linkedin.com/jobs/view/assoc-insights-and-analytics-analyst-at-nintendo-4098740849?trk=public_jobs_topcard-title,"Redmond, WA",5 days ago,,,2024-12-12,$32.45/hr - $51.92/hr,"Computer Games, Computers and Electronics Manufacturing, and Entertainment Providers",Assoc. Insights and Analytics Analyst,Other,0.0,32.0,51.0,,,BS,False,"['analytical skills', 'database skills', 'product analysis', 'A/B testing', 'data visualization', 'digital customer journey', 'data extraction', 'data manipulation']"
41,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/senior-data-analyst-at-2k-4090760888?trk=public_jobs_topcard-title,,12908.0,2K,https://www.linkedin.com/company/2k-games?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4090760888,https://www.linkedin.com/jobs/view/senior-data-analyst-at-2k-4090760888?trk=public_jobs_topcard-title,"Los Angeles, CA",4 days ago,,,2024-12-12,"$87,400.00/yr - $129,340.00/yr",Computer Games,Senior Data Analyst,Information Technology,5.0,,,87400.0,129340.0,BS/MS,False,"['data analysis', 'SQL', 'Python', 'R', 'telemetry', 'data visualization', 'project management']"
42,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-analyst-at-bamboo-insurance-4097057936?trk=public_jobs_topcard-title,"Medical insurance
Vision insurance
Dental insurance
401(k)",18688214.0,Bamboo Insurance,https://www.linkedin.com/company/bamboo-insurance?trk=public_jobs_topcard-org-name,Full-time,Entry level,4097057936,https://www.linkedin.com/jobs/view/data-analyst-at-bamboo-insurance-4097057936?trk=public_jobs_topcard-title,United States,5 days ago,,,2024-12-11,,Insurance,Data Analyst,Information Technology and Analyst,0.0,,,75000.0,,Technical/quantitative major,False,"['problem-solving', 'data', 'programming', 'python', 'R', 'SQL', 'Business Intelligence', 'Excel']"
43,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-analyst-at-metrolec-procesos-industriales-4097092627?trk=public_jobs_topcard-title,,10216322.0,Metrolec Procesos Industriales,https://es.linkedin.com/company/metrolec-s-l-u?trk=public_jobs_topcard-org-name,Full-time,Entry level,4097092627,https://www.linkedin.com/jobs/view/data-analyst-at-metrolec-procesos-industriales-4097092627?trk=public_jobs_topcard-title,United States,5 days ago,,,2024-12-12,$35.00/hr - $40.00/hr,Industrial Machinery Manufacturing,Data Analyst,Information Technology,2.0,,,,,BS,False,"['data analysis', 'data integrity', 'interpersonal skills', 'business intelligence tools', 'sql', 'problem-solving', 'data privacy regulations', 'statistical software', 'machine learning', 'data visualization', 'data cleaning and preparation', 'critical thinking', 'management', 'communication skills', 'database management', 'analytical skills', 'statistical analysis']"
44,148 applicants,EXTERNAL,http://boards.greenhouse.io/lyft/jobs/7769706002?gh_src=dd08aaff2us,,2620735.0,Lyft,https://www.linkedin.com/company/lyft?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4099670428,https://www.linkedin.com/jobs/view/legal-data-analyst-at-lyft-4099670428?trk=public_jobs_topcard-title,"San Francisco County, CA",4 days ago,,,2024-12-12,,Ground Passenger Transportation,Legal Data Analyst,Information Technology,3.0,,,77000.0,96250.0,BS,False,"['SQL', 'Python', 'data analysis', 'data visualization', 'ETL', 'data warehousing', 'problem solving', 'communication']"
45,132 applicants,EXTERNAL,https://fa-eujk-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/job/569/?utm_medium=jobshare,,26654.0,CapMetro,https://www.linkedin.com/company/capmetro?trk=public_jobs_topcard-org-name,Full-time,Entry level,4095609362,https://www.linkedin.com/jobs/view/data-analyst-at-capmetro-4095609362?trk=public_jobs_topcard-title,"Austin, TX",5 days ago,,,2024-12-12,,Truck Transportation,Data Analyst,Information Technology,3.0,,,,,BS,True,"['data management', 'data analysis', 'Excel', 'SQL', 'data visualization', 'statistical software', 'database knowledge', 'project management']"
46,163 applicants,EXTERNAL,https://www.disneycareers.com/job/-/-/391/74436602992,,2576937.0,Disney Experiences,https://www.linkedin.com/company/disney-experiences?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4099916204,https://www.linkedin.com/jobs/view/consumer-insight-analyst-at-disney-experiences-4099916204?trk=public_jobs_topcard-title,"Celebration, FL",3 days ago,,,2024-12-13,,Entertainment Providers,Consumer Insight Analyst,Business Development and Sales,1.0,,,,,BS,True,"['quantitative research', 'data analytics', 'statistical software', 'Microsoft Excel', 'data visualization', 'communication', 'project management', 'detail-oriented', 'flexibility', 'positive attitude']"
47,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-analyst-at-rsc-solutions-4098426553?trk=public_jobs_topcard-title,,2267949.0,RSC Solutions,https://www.linkedin.com/company/rsc-solutions?trk=public_jobs_topcard-org-name,Contract,Entry level,4098426553,https://www.linkedin.com/jobs/view/data-analyst-at-rsc-solutions-4098426553?trk=public_jobs_topcard-title,"Mountain View, CA",3 days ago,,,2024-12-13,,"IT Services and IT Consulting, Software Development, and Financial Services",Data Analyst,Information Technology,5.0,,,,,BS,False,"['teamwork', 'communication', 'SDLC', 'ITIL', 'QA/testing', 'Project Management', 'Six Sigma', 'Microsoft SharePoint', 'process certification']"
48,Over 200 applicants,EXTERNAL,http://app.jobvite.com/CompanyJobs/Careers.aspx?c=qk69Vfwe&__jvst=Job+Board&__jvsd=LinkedIn&j=ospKufwP&k=Apply,,14091.0,Mars United Commerce,https://www.linkedin.com/company/marsunitedcommerce?trk=public_jobs_topcard-org-name,Full-time,Entry level,4061383434,https://www.linkedin.com/jobs/view/data-analyst-at-mars-united-commerce-4061383434?trk=public_jobs_topcard-title,"Southfield, MI",5 days ago,,,2024-12-11,,Advertising Services and Consumer Services,Data Analyst,Advertising and Marketing,1.0,,,,,BS,False,"['SQL', 'Tableau', 'Power BI', 'Excel', 'Google Sheets', 'statistical analysis', 'data visualization', 'data accuracy']"
49,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-analytics-at-trace3-4079172959?trk=public_jobs_topcard-title,,57432.0,Trace3,https://www.linkedin.com/company/trace3?trk=public_jobs_topcard-org-name,Full-time,Entry level,4079172959,https://www.linkedin.com/jobs/view/data-analytics-at-trace3-4079172959?trk=public_jobs_topcard-title,United States,4 days ago,,,2024-12-12,,Information Technology & Services,Data & Analytics,Information Technology,,,,,,,False,[]
50,Over 200 applicants,EXTERNAL,https://www.pinterestcareers.com/jobs/6244992/bizops-data-analyst-ii/?source=linkedin_limited_listing&utm_source=linkedin_limited_listing,,1124131.0,Pinterest,https://www.linkedin.com/company/pinterest?trk=public_jobs_topcard-org-name,Full-time,Entry level,4028816931,https://www.linkedin.com/jobs/view/bizops-data-analyst-ii-at-pinterest-4028816931?trk=public_jobs_topcard-title,"San Francisco, CA",5 days ago,,,2024-12-11,,"Technology, Information and Internet, Software Development, and IT Services and IT Consulting",BizOps Data Analyst II,Information Technology,3.0,0.0,0.0,114000.0,200000.0,BS,False,"['data analysis', 'SQL', 'Tableau', 'Excel', 'Python', 'R', 'communication', 'collaboration']"
51,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/staff-analyst-investor-analytics-at-upstart-4046423300?trk=public_jobs_topcard-title,,2688310.0,Upstart,https://www.linkedin.com/company/upstart-network?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4046423300,https://www.linkedin.com/jobs/view/staff-analyst-investor-analytics-at-upstart-4046423300?trk=public_jobs_topcard-title,United States,2 days ago,,,2024-12-14,"$157,000.00/yr - $217,500.00/yr",Financial Services,"Staff Analyst, Investor Analytics",Business Development and Sales,8.0,,,157000.0,217500.0,BS,True,"['credit analytics', 'valuation', 'quantitative modeling', 'Python', 'R', 'SQL', 'data modeling', 'data pipelines', 'finance', 'product', 'data engineering', 'machine learning', 'storytelling', 'data visualization']"
52,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-analyst-at-insight-global-4100081103?trk=public_jobs_topcard-title,"Dental insurance
Medical insurance
Vision insurance
401(k)",11056.0,Insight Global,https://www.linkedin.com/company/insight-global?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4100081103,https://www.linkedin.com/jobs/view/data-analyst-at-insight-global-4100081103?trk=public_jobs_topcard-title,"Long Beach, CA",3 days ago,Rachel Q.,https://www.linkedin.com/in/rachel-quinn07,2024-12-13,,"Technology, Information and Media",Data Analyst,Analyst,5.0,,,,,,False,"['Amazon Stack', 'Post greSQL', 'Python', 'S3', 'EDI data', 'investigative data']"
53,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-analyst-at-mi-case-4055139514?trk=public_jobs_topcard-title,,51591309.0,Mi-Case,https://www.linkedin.com/company/mi-case?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4055139514,https://www.linkedin.com/jobs/view/data-analyst-at-mi-case-4055139514?trk=public_jobs_topcard-title,United States,4 days ago,,,2024-12-12,,Software Development and IT System Custom Software Development,Data Analyst,Production,7.0,,,,,BS,True,"['data analysis', 'data migration', 'SQL', 'communication', 'problem-solving', 'data quality', 'ETL']"
54,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-analyst-at-heartland-food-products-group-4075609384?trk=public_jobs_topcard-title,"Medical insurance
Vision insurance
Dental insurance
401(k)
Paid maternity leave
Disability insurance",510883.0,Heartland Food Products Group,https://www.linkedin.com/company/heartland-food-products-group?trk=public_jobs_topcard-org-name,Full-time,Associate,4075609384,https://www.linkedin.com/jobs/view/data-analyst-at-heartland-food-products-group-4075609384?trk=public_jobs_topcard-title,"Carmel, IN",5 days ago,Miranda Allen,https://www.linkedin.com/in/miranda-allen-83aa5022,2024-12-11,,Food and Beverage Retail,Data Analyst,Information Technology,,,,,,BS,False,"['data analysis', 'data visualization', 'data modeling', 'metadata management', 'SQL', 'data warehousing', 'data governance', 'predictive modeling', 'data manipulation', 'DevOps', 'project management']"
55,40 applicants,EXTERNAL,https://career.deutz.com/job/St_-Louis-Data-Analyst-Miss/1152575801/?utm_source=LINKEDIN&utm_medium=referrer,,412618.0,DEUTZ Corporation,https://www.linkedin.com/company/deutz-corporation?trk=public_jobs_topcard-org-name,Full-time,Entry level,4102832479,https://www.linkedin.com/jobs/view/data-analyst-at-deutz-corporation-4102832479?trk=public_jobs_topcard-title,"St Louis, MO",2 hours ago,,,2024-12-17,,Machinery Manufacturing,Data Analyst,Information Technology,,,,,,BS,False,"['Data Analysis', 'Power BI', 'Power Automate', 'MS Forms', 'SQL', 'Communication', 'Problem Solving']"
56,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-analyst-at-heartcentrix-solutions-4097622827?trk=public_jobs_topcard-title,,82388444.0,HeartCentrix Solutions,https://www.linkedin.com/company/heartcentrix?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4097622827,https://www.linkedin.com/jobs/view/data-analyst-at-heartcentrix-solutions-4097622827?trk=public_jobs_topcard-title,Dallas-Fort Worth Metroplex,3 days ago,Marcus Rice,https://www.linkedin.com/in/marcus-rice-825215239,2024-12-13,,"IT Services and IT Consulting and Technology, Information and Media",Data Analyst,Information Technology,6.0,,,,,BS,False,"['data analysis', 'data profiling', 'data engineering', 'business intelligence', 'SQL', 'data warehouses', 'communication', 'data dependencies', 'stakeholder alignment', 'scripting', 'AWS']"
57,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/junior-data-analyst-contingent-at-aretum-4097626541?trk=public_jobs_topcard-title,,91445367.0,ARETUM,https://www.linkedin.com/company/aretum-holdings-llc?trk=public_jobs_topcard-org-name,Full-time,Associate,4097626541,https://www.linkedin.com/jobs/view/junior-data-analyst-contingent-at-aretum-4097626541?trk=public_jobs_topcard-title,"Washington, DC",3 days ago,,,2024-12-13,,"Technology, Information and Internet",Junior Data Analyst (contingent),Information Technology,2.0,,,,,BS,False,"['data analytics', 'relational databases', 'Power BI', 'Microsoft Word', 'PowerPoint', 'Excel', 'communication', 'attention to detail', 'problem-solving']"
58,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-finfare-4091108865?trk=public_jobs_topcard-title,,81003123.0,Finfare,https://www.linkedin.com/company/finfare?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4091108865,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-finfare-4091108865?trk=public_jobs_topcard-title,"Irvine, CA",6 days ago,,,2024-12-10,,Financial Services,Business Intelligence Analyst,"Research, Analyst, and Information Technology",2.0,,,100000.0,140000.0,BS,False,"['data analysis', 'reporting', 'data management', 'business insights', 'BI tools', 'SQL', 'Excel', 'Python', 'data visualization', 'communication', 'ETL']"
59,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-analyst-at-matlen-silver-4096099315?trk=public_jobs_topcard-title,"Vision insurance
Medical insurance
Dental insurance
401(k)",16127.0,Matlen Silver,https://www.linkedin.com/company/matlen-silver?trk=public_jobs_topcard-org-name,Contract,Associate,4096099315,https://www.linkedin.com/jobs/view/data-analyst-at-matlen-silver-4096099315?trk=public_jobs_topcard-title,"Cincinnati, OH",6 days ago,Nick Foster,https://www.linkedin.com/in/nickfoster74,2024-12-10,$35.00/hr - $40.00/hr,"Retail, Consumer Services, and Transportation, Logistics, Supply Chain and Storage",Data Analyst,Information Technology,2.0,35.0,40.0,,,,True,"['SQL', 'Python', 'R', 'data visualization', 'Tableau', 'Power BI', 'matplotlib', 'analytical skills', 'communication skills', 'problem-solving']"
60,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-analyst-at-harvey-nash-4026036371?trk=public_jobs_topcard-title,"Medical insurance
401(k)",164131.0,Harvey Nash,https://uk.linkedin.com/company/harvey-nash?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4026036371,https://www.linkedin.com/jobs/view/data-analyst-at-harvey-nash-4026036371?trk=public_jobs_topcard-title,United States,4 days ago,Manjusha Verma,https://in.linkedin.com/in/manjusha-verma,2024-12-12,$30.00/hr - $32.00/hr,Staffing and Recruiting,Data Analyst,Analyst,,30.0,32.0,,,,True,"['model quality evaluation', 'data creation', 'data integrity', 'results analysis', 'analytical skills', 'statistical analysis', 'French Canadian proficiency']"
61,Over 200 applicants,EXTERNAL,https://grnh.se/b5b59fd78us,,80190603.0,RunPod,https://www.linkedin.com/company/runpod-io?trk=public_jobs_topcard-org-name,Full-time,Entry level,4083489142,https://www.linkedin.com/jobs/view/data-analyst-at-runpod-4083489142?trk=public_jobs_topcard-title,United States,2 days ago,,,2024-12-14,"$140,000.00/yr - $160,000.00/yr","Technology, Information and Internet",Data Analyst,Information Technology,3.0,0.0,0.0,140000.0,160000.0,BS/MS,True,"['data analysis', 'SQL', 'Python', 'R', 'data visualization', 'data warehousing', 'communication', 'problem-solving']"
